疾病编码,总费用,总住院天数,总住院次数,总人数,平均费用,平均住院次数
F70.000,2370655.34,16695,241,109,9836.744149,2.211009174
F60.900,1089433.57,6981,117,53,9311.398034,2.20754717
T90.900,1033873.65,3028,130,59,7952.874231,2.203389831
E05.000x002+H06.2*,21115710.02,19459,2000,908,10557.85501,2.202643172
H35.804,25528294.01,19864,11238,5104,2271.604735,2.201802508
A81.200,169263.35,178,11,5,15387.57727,2.2
B50.000,95339.99,72,11,5,8667.271818,2.2
C71.705,128559.71,100,11,5,11687.24636,2.2
C85.716,124655.41,80,11,5,11332.31,2.2
D82.300x002,598471.82,494,33,15,18135.5097,2.2
F43.803,208169.64,1173,22,10,9462.256364,2.2
F44.700,83820.53,477,11,5,7620.048182,2.2
K86.814,145673.22,122,11,5,13243.02,2.2
M35.203,98191.96,87,11,5,8926.541818,2.2
O34.406,87331.55,48,11,5,7939.231818,2.2
Q35.500x001,61338.74,74,11,5,5576.249091,2.2
G80.303,2535249.88,10310,180,82,14084.72156,2.195121951
J62.803,30184884.22,68235,5054,2304,5972.474123,2.193576389
I77.600x011,331559.58,384,57,26,5816.834737,2.192307692
I77.600x001,981659.1,868,160,73,6135.369375,2.191780822
H31.800x006,1074322.13,883,521,238,2062.038637,2.18907563
C92.702,4084472.22,3058,225,103,18153.20987,2.184466019
C82.700x004,615693.55,464,48,22,12826.94896,2.181818182
J62.800x004,3975883.86,10220,450,207,8835.297467,2.173913043
C45.100,1290039.1,753,63,29,20476.81111,2.172413793
Z51.400x003,2464567.68,831,178,82,13845.88584,2.170731707
F07.201,13280237.43,39916,2448,1129,5424.933591,2.168290523
H35.300x001,1885337.65,2078,882,407,2137.571032,2.167076167
B94.101,236523,334,13,6,18194.07692,2.166666667
C85.700x015,816242.76,286,26,12,31393.95231,2.166666667
K59.303,336626.86,190,13,6,25894.37385,2.166666667
F84.000x001,10826376.74,33788,811,375,13349.41645,2.162666667
D84.800,760014.64,275,43,20,17674.75907,2.15
G96.800x007,583500.27,432,43,20,13569.77372,2.15
D46.101,307173.43,212,30,14,10239.11433,2.142857143
D61.904,321951.27,778,75,35,4292.6836,2.142857143
F44.407,76681.62,250,15,7,5112.108,2.142857143
G80.302,674781.31,1673,30,14,22492.71033,2.142857143
H35.100,916790.09,170,105,49,8731.33419,2.142857143
O99.003,210104.85,115,15,7,14006.99,2.142857143
N04.000x002,3455408.33,3148,317,148,10900.34174,2.141891892
E14.300x071+H36.0*,7670807.18,5120,1636,764,4688.757445,2.141361257
M31.701+N08.5*,5216084.17,4500,585,274,8916.383197,2.135036496
F71.100x001,4141916.92,21398,355,167,11667.37161,2.125748503
A31.803,391573.27,322,17,8,23033.72176,2.125
F06.800x011,156237.79,1347,17,8,9190.458235,2.125
F63.900,163245.8,615,17,8,9602.694118,2.125
F91.900,166445.36,1008,17,8,9790.903529,2.125
G71.003,128212.87,603,17,8,7541.933529,2.125
N28.823,1054779.14,128,17,8,62045.83176,2.125
Z51.800x924,10988819.41,10918,1822,858,6031.185187,2.123543124
Q17.200,19289424.05,4469,737,348,26172.89559,2.117816092
F19.500,933106.34,6606,108,51,8639.873519,2.117647059
N04.502,592826.36,901,108,51,5489.132963,2.117647059
T82.800x101,4121635.55,925,127,60,32453.82323,2.116666667
C92.401,973951.2,1103,74,35,13161.5027,2.114285714
F11.100,132453.75,1030,19,9,6971.25,2.111111111
Q25.404,2532384.44,287,19,9,133283.3916,2.111111111
J62.800x005,6678238.61,13867,536,254,12459.40039,2.11023622
C75.300,3351622.14,1106,80,38,41895.27675,2.105263158
D46.201,15583479.02,9174,602,286,25886.17777,2.104895105
A81.000x001,1357878.2,1060,42,20,32330.43333,2.1
B49.x01+G02.1*,585924.63,358,21,10,27901.17286,2.1
E05.000x002,37048.73,61,21,10,1764.225238,2.1
F10.700x002,193787.9,1014,21,10,9227.995238,2.1
M35.900,56106.17,114,21,10,2671.722381,2.1
G20.x02+F02.3*,3506737.3,11593,306,146,11459.92582,2.095890411
D47.100x006,7019401.85,5286,454,217,15461.23756,2.092165899
D46.001,253141.27,396,23,11,11006.14217,2.090909091
D68.001,198652.72,177,23,11,8637.074783,2.090909091
H40.101,87730.26,73,23,11,3814.35913,2.090909091
Z51.000x003,139091322.2,58735,6761,3241,20572.59609,2.086084542
M41.200,9073295.01,2554,584,280,15536.46406,2.085714286
Q20.302,1912830.62,317,25,12,76513.2248,2.083333333
C85.709,946786.39,657,52,25,18207.43058,2.08
F31.901,1910971.81,8226,133,64,14368.2091,2.078125
H35.300,530671.53,473,216,104,2456.812639,2.076923077
Q87.400,251564.67,297,27,13,9317.21,2.076923077
T86.001,2735564.74,825,27,13,101317.2126,2.076923077
C90.000x021,16296542.41,12269,976,470,16697.27706,2.076595745
F72.100x001,4851620.52,28153,359,173,13514.26329,2.075144509
C83.300x006,15739377.51,4668,251,121,62706.68331,2.074380165
H35.000x003,659077.52,83,58,28,11363.40552,2.071428571
N04.101,2951582.2,3848,381,184,7746.934908,2.070652174
N18.001,1207945696,1450735,72555,35058,16648.6899,2.069570426
C90.101M98310/1,1040931.01,588,60,29,17348.85017,2.068965517
F03.x01,22170071.35,88471,1982,959,11185.70704,2.066736184
D46.100,299402.71,256,31,15,9658.151935,2.066666667
F69.x00,424449.53,3462,31,15,13691.92032,2.066666667
M60.901,155866.09,185,31,15,5027.938387,2.066666667
D89.801,2220776.07,1880,126,61,17625.2069,2.06557377
F25.100,389573.55,2581,33,16,11805.25909,2.0625
Z51.800x981,1481118.91,1074,352,171,4207.724176,2.058479532
C92.006,3273414.67,2637,146,71,22420.64842,2.056338028
G80.000x021,2435653.09,8199,189,92,12887.05339,2.054347826
C91.000x009,2736059.71,1503,115,56,23791.82357,2.053571429
Q82.503,4656954.68,321,630,307,7391.991556,2.052117264
E10.400x370+G99.0*,375594.15,588,41,20,9160.832927,2.05
I27.000x006,976876.47,631,86,42,11359.02872,2.047619048
G40.300x014,224965.96,240,45,22,4999.243556,2.045454545
F06.302,668455.33,2790,49,24,13641.94551,2.041666667
Z52.600,3722567.26,904,98,48,37985.3802,2.041666667
M08.300,554363.08,395,100,49,5543.6308,2.040816327
N05.201,11241052.58,14852,2217,1087,5070.389075,2.039558418
F70.000x001,1795777.75,8616,157,77,11438.07484,2.038961039
Z51.800x922,15992705.58,10078,1463,720,10931.44606,2.031944444
C71.902,3180351.55,1072,75,37,42404.68733,2.027027027
Q06.801,5189673.09,2543,158,78,32846.03222,2.025641026
I97.800x017,14344058.06,922,81,40,177087.1365,2.025
G71.301,969138.89,870,93,46,10420.84828,2.02173913
M94.100,1038420.39,1019,93,46,11165.81065,2.02173913
G30.900,76341469.05,323556,7154,3540,10671.15866,2.020903955
C84.401,10979090.43,6144,406,201,27042.09466,2.019900498
Q15.000,1765117.7,324,109,54,16193.74037,2.018518519
Z52.400,16105336.8,6467,1003,497,16057.1653,2.018108652
F22.000x001,1778480.46,9167,161,80,11046.46248,2.0125
F20.802,4445583.12,39661,489,243,9091.172025,2.012345679
Z49.201,1153976.49,1364,340,169,3394.0485,2.01183432
C92.500x001,32775460.79,13921,496,247,66079.55804,2.008097166
D48.906+D63.0*,13612716.79,11291,1724,861,7896.007419,2.00232288
G36.000x002,18422458.45,13053,1309,654,14073.68866,2.001529052
A01.000x003+G01*,13473.86,10,2,1,6736.93,2
A02.200x005+M90.2*,27934.18,42,2,1,13967.09,2
A03.300,3653.52,10,2,1,1826.76,2
A04.800x006,14408.66,26,4,2,3602.165,2
A06.000x008,145594.28,66,2,1,72797.14,2
"A09.901,I63.900",6921.16,17,2,1,3460.58,2
A15.500,7218.68,13,2,1,3609.34,2
A15.500x017,32887.2,18,2,1,16443.6,2
A15.702,21490.45,11,2,1,10745.225,2
A15.811,42126.52,42,2,1,21063.26,2
A15.812,10463.26,14,2,1,5231.63,2
A15.900,8411.36,14,2,1,4205.68,2
A16.005,6234.7,14,2,1,3117.35,2
A16.500x001,38949.46,38,4,2,9737.365,2
A17.804,16611.25,17,2,1,8305.625,2
A17.807+G94.0*,207597.76,38,4,2,51899.44,2
A18.006+M49,3649.52,16,2,1,1824.76,2
A18.007+M49,452.4,2,2,1,226.2,2
A18.012+,3705.96,10,2,1,1852.98,2
A18.409,7740.86,24,2,1,3870.43,2
A18.500x008+H13.1*,8893.98,4,2,1,4446.99,2
A18.800x018+I39.8*,14117.16,12,2,1,7058.58,2
A18.819+M36,9682.78,36,2,1,4841.39,2
A27.000,19274.46,27,2,1,9637.23,2
A30.500,7760.2,12,2,1,3880.1,2
A30.800,14435.96,12,2,1,7217.98,2
A31.800x003,6776.52,4,2,1,3388.26,2
A37.900x005,55509.96,60,2,1,27754.98,2
A41.500x086,838671.66,174,2,1,419335.83,2
A42.700,91299.48,26,4,2,22824.87,2
A43.901,76167.32,36,2,1,38083.66,2
A49.800x014,22809.14,16,2,1,11404.57,2
A51.403+H32.0*,7265.76,10,2,1,3632.88,2
A52.000x007,150055.07,20,2,1,75027.535,2
A52.008+I32.0*,129294.4,54,2,1,64647.2,2
A52.106+H48.0*,15760.56,25,2,1,7880.28,2
A52.700x021,22499.56,30,2,1,11249.78,2
A52.900,5300.38,4,2,1,2650.19,2
A54.200x004+N74.3*,22553.96,28,2,1,11276.98,2
A54.401+M01.3*,25523.14,29,2,1,12761.57,2
A63.000x012,24802.92,16,2,1,12401.46,2
A69.200,8671.08,12,2,1,4335.54,2
A81.000,99206.74,138,6,3,16534.45667,2
A93.800x001,157189.96,12,2,1,78594.98,2
B00.800x001,22721.16,42,2,1,11360.58,2
B00.801,7818.3,14,2,1,3909.15,2
B01.000+G02.0*,52611.42,8,2,1,26305.71,2
B05.900x004,2219.86,10,2,1,1109.93,2
B06.801+J17.1*,35028.42,32,2,1,17514.21,2
B08.500,2793.02,4,2,1,1396.51,2
B16.201,5516.24,10,2,1,2758.12,2
B20.500x001,210300.86,148,16,8,13143.80375,2
B22.001+,11635.58,109,2,1,5817.79,2
B34.300x002,125514.76,20,2,1,62757.38,2
B36.800,88702.8,72,2,1,44351.4,2
B37.800x091,419492.01,153,8,4,52436.50125,2
B39.300,176131.55,82,4,2,44032.8875,2
B42.000,21564.92,26,2,1,10782.46,2
B42.800,23583.62,28,2,1,11791.81,2
B45.100x002+,28446.93,65,2,1,14223.465,2
B46.100,1032097.61,442,16,8,64506.10063,2
B46.400,93630.38,94,2,1,46815.19,2
B48.201,254835.36,80,2,1,127417.68,2
B48.402,181875.24,58,4,2,45468.81,2
B48.800x001,57219.36,52,2,1,28609.68,2
B58.200+G05.2*,406484.24,70,2,1,203242.12,2
B66.100x002,15037.91,27,6,3,2506.318333,2
B67.400,68644.28,70,2,1,34322.14,2
B67.700,19481.12,42,2,1,9740.56,2
B68.000,18132.06,16,2,1,9066.03,2
B68.900x002,126527.94,18,2,1,63263.97,2
B69.800,108373.9,16,2,1,54186.95,2
B69.800x008,96510.18,16,2,1,48255.09,2
B74.100,8360.48,4,2,1,4180.24,2
B74.900,8005.36,10,2,1,4002.68,2
B83.000x002,36439.56,2,2,1,18219.78,2
B83.800x005,5955.62,4,2,1,2977.81,2
B83.800x007,55322.68,22,2,1,27661.34,2
B85.300,1016,4,2,1,508,2
B90.000,26204.82,24,2,1,13102.41,2
B94.100,961378.8,1809,52,26,18488.05385,2
C13.000,22429.12,14,2,1,11214.56,2
C13.100,4362.35,21,2,1,2181.175,2
"C18.900,",4306.95,25,2,1,2153.475,2
C25.900x,114389.2,56,2,1,57194.6,2
C34.900x,63680.24,56,6,3,10613.37333,2
C40.301,125512,24,4,2,31378,2
C43.704,95800.22,42,4,2,23950.055,2
C47.000x003,49877.74,51,4,2,12469.435,2
C47.100x002,21816.62,16,2,1,10908.31,2
C47.500x010,20934.28,30,2,1,10467.14,2
C47.500x012,18060.74,30,2,1,9030.37,2
C47.600x002,21602.76,30,4,2,5400.69,2
C47.600x004,131366.34,44,2,1,65683.17,2
C49.003,29357.22,10,4,2,7339.305,2
C49.004,199824.7,141,14,7,14273.19286,2
C49.500x001,76654.72,28,2,1,38327.36,2
C49.505,24246.51,15,4,2,6061.6275,2
"C53.900,",4958.64,26,2,1,2479.32,2
C64.x00x004,101979.82,38,2,1,50989.91,2
C67.501,192139.35,90,14,7,13724.23929,2
C69.400,23253.38,10,2,1,11626.69,2
C69.800,13706.44,6,2,1,6853.22,2
C70.100x003,118018.5,26,2,1,59009.25,2
C71.704,715430.52,144,2,1,357715.26,2
C71.900x011,61982.94,30,2,1,30991.47,2
C72.201,100132.4,18,2,1,50066.2,2
C72.510,35192.98,14,2,1,17596.49,2
C76.200|,8476.69,27,2,1,4238.345,2
C77.104,31392.84,14,2,1,15696.42,2
C78.300x006,13663.45,15,2,1,6831.725,2
C78.301,29875.7,16,2,1,14937.85,2
C78.500x008,11907.72,10,2,1,5953.86,2
C78.505,144928.78,148,2,1,72464.39,2
C78.804,404578.5,82,2,1,202289.25,2
C79.200x005,40480.84,44,4,2,10120.21,2
C79.202,31548.34,12,2,1,15774.17,2
C79.300x013,116410.14,40,2,1,58205.07,2
C79.402,30187.78,14,2,1,15093.89,2
C79.404,219308.46,26,4,2,54827.115,2
C80.x08+G13.1*,4075.98,4,2,1,2037.99,2
C81.702,10624.6,20,2,1,5312.3,2
C83.200,35746.26,38,2,1,17873.13,2
C84.500x012,46070.1,22,2,1,23035.05,2
C84.500x016,10875.16,10,2,1,5437.58,2
C84.501,89112.24,75,6,3,14852.04,2
C85.100x017,23120.66,8,2,1,11560.33,2
C85.702,98197.6,124,10,5,9819.76,2
C85.710,11021.6,12,2,1,5510.8,2
C85.710M97160/3,81694.41,46,6,3,13615.735,2
C88.200M97630/3,107670.06,30,2,1,53835.03,2
C90.004+N08.1*,35909.72,58,4,2,8977.43,2
C90.202,30271.54,20,2,1,15135.77,2
C91.500,36533.8,16,2,1,18266.9,2
C91.900x001,138478.62,97,4,2,34619.655,2
C92.300x003,1686453.72,676,26,13,64863.60462,2
C92.600,1065.94,2,2,1,532.97,2
C94.002,29144.5,48,4,2,7286.125,2
C95.700x002,34750.5,6,2,1,17375.25,2
C96.400x003,12165.46,10,2,1,6082.73,2
C96.701,23969.68,20,2,1,11984.84,2
D02.303,6181.39,13,2,1,3090.695,2
D03.700x002,101607.24,59,6,3,16934.54,2
D10.307,6253.9,4,2,1,3126.95,2
D13.300,10846.84,8,2,1,5423.42,2
D13.700,57704.38,28,2,1,28852.19,2
D15.900,38040.34,12,2,1,19020.17,2
D17.100X001,5821.44,6,2,1,2910.72,2
D18.000x835,131383.88,24,2,1,65691.94,2
D18.000x841,131584.96,18,2,1,65792.48,2
D18.000x853,43196.98,16,2,1,21598.49,2
D18.100x007,4507.42,11,2,1,2253.71,2
D18.105,18451.04,12,2,1,9225.52,2
D21.500x002,220035.12,66,4,2,55008.78,2
D31.500x001,72153.5,18,20,10,3607.675,2
D33.000,153981.9,18,2,1,76990.95,2
D33.002,179783.6,36,2,1,89891.8,2
D33.009,16067.71,13,2,1,8033.855,2
D33.100,211756.39,33,6,3,35292.73167,2
D36.100x007,52608.3,22,2,1,26304.15,2
D37.000x013,8859.62,6,2,1,4429.81,2
D37.600x001,27999.68,10,2,1,13999.84,2
D37.900x001,83019.55,83,8,4,10377.44375,2
D38.100x002,232623.48,132,2,1,116311.74,2
D38.500x005,10998.82,2,2,1,5499.41,2
D38.503,105971.3,22,2,1,52985.65,2
D38.600x001,95599.77,44,2,1,47799.885,2
D39.901,5329.58,18,2,1,2664.79,2
D40.700,16214,12,2,1,8107,2
D42.002,19972.8,24,2,1,9986.4,2
D43.300x006,129944.66,50,4,2,32486.165,2
D43.400x005,50669.5,12,2,1,25334.75,2
D43.900,71773.16,28,2,1,35886.58,2
D43.902,179334.5,16,2,1,89667.25,2
D46.203,86399.61,74,6,3,14399.935,2
D48.100x014,31301.76,36,4,2,7825.44,2
D48.200x004,86182.16,26,4,2,21545.54,2
D58.000,511758.14,312,72,36,7107.751944,2
D59.102,174938.23,148,8,4,21867.27875,2
D59.105,424400.61,218,16,8,26525.03813,2
D59.403,57434.74,18,2,1,28717.37,2
D59.500,59624.07,127,6,3,9937.345,2
D61.800x002,390978.08,160,4,2,97744.52,2
D64.200x001,31661.42,36,8,4,3957.6775,2
D65.x00x005,62493.18,36,6,3,10415.53,2
D65.x01,90504.8,30,8,4,11313.1,2
D68.000x001,244755.71,93,18,9,13597.53944,2
D68.504,124477.58,56,4,2,31119.395,2
D68.600x011,16272.2,18,4,2,4068.05,2
D69.401,11357.54,7,2,1,5678.77,2
D70.x00x010,7564.98,15,2,1,3782.49,2
D71.x00x003,19565.82,8,2,1,9782.91,2
D73.800x008,84974.24,40,2,1,42487.12,2
D75.105,2463.96,2,2,1,1231.98,2
D76.100x003,33031.24,38,2,1,16515.62,2
D76.100x004,767882.63,222,8,4,95985.32875,2
D76.200x011,294657.78,104,2,1,147328.89,2
D80.601,40910.56,50,2,1,20455.28,2
D80.900,10474.06,14,2,1,5237.03,2
D81.100,74967.5,114,2,1,37483.75,2
D81.900x002,417.58,0,2,1,208.79,2
D89.001,6921.36,24,2,1,3460.68,2
D89.200,21052.76,34,2,1,10526.38,2
D89.900,138722.01,33,8,4,17340.25125,2
E00.900x002,16255.78,52,2,1,8127.89,2
E03.900x004+,5624.37,5,2,1,2812.185,2
E05.002+,30233.62,45,10,5,3023.362,2
E05.800x011,31298.18,40,4,2,7824.545,2
E05.801,9761.08,12,4,2,2440.27,2
E10.200x016+N08.3*,6798.55,18,2,1,3399.275,2
E10.400x190+G59.0*,10224.88,37,2,1,5112.44,2
E10.500x043,56678.86,58,2,1,28339.43,2
E10.600x011+M14.6*,104936.48,42,2,1,52468.24,2
E10.600x910,8518.26,18,2,1,4259.13,2
E11.500x021+,34403.49,49,2,1,17201.745,2
E14.200x014+N08.3*,410.22,0,2,1,205.11,2
E14.300x021+H36.0*,4470.16,6,2,1,2235.08,2
E14.300x042+H36.0*,2912.3,2,2,1,1456.15,2
E14.300x046+H36.0*,8393.32,14,2,1,4196.66,2
E14.300x052+H22.1*,3699.92,4,2,1,1849.96,2
E14.400x120+G73.0*,10792.3,16,2,1,5396.15,2
E16.901,15671.12,20,2,1,7835.56,2
E22.000x006+M14.5*,7196.66,12,2,1,3598.33,2
E23.000x021,81569.64,90,10,5,8156.964,2
E23.001,8995.3,16,2,1,4497.65,2
E23.600x005,51037.34,26,2,1,25518.67,2
E25.000,83321.28,64,2,1,41660.64,2
E27.100x003,12070.58,14,2,1,6035.29,2
E27.500x003,206151.2,154,4,2,51537.8,2
E27.802,51100.47,34,4,2,12775.1175,2
E29.103,9376.26,8,2,1,4688.13,2
E30.001,7982.38,8,2,1,3991.19,2
E30.900,5705.28,4,4,2,1426.32,2
E42.x00,114409.14,68,2,1,57204.57,2
E44.000x002,69789.42,36,4,2,17447.355,2
E53.900x003,27409.58,18,2,1,13704.79,2
E65.x00x031,143985.7,26,6,3,23997.61667,2
E65.x00x032,35934.98,8,2,1,17967.49,2
E65.x00x033,22952.22,20,2,1,11476.11,2
E65.x00x035,423207.94,72,16,8,26450.49625,2
E65.x00x036,63207.38,14,4,2,15801.845,2
E66.200x001,121078.2,97,8,4,15134.775,2
E66.801,255265.32,44,8,4,31908.165,2
E72.400x011,10492.56,4,2,1,5246.28,2
E72.400x012,732679.78,122,2,1,366339.89,2
E74.006+K77.8*,9350.8,4,2,1,4675.4,2
E74.100x004,2837.11,2,2,1,1418.555,2
E75.200x013,474.82,0,2,1,237.41,2
E75.200x023,2756.12,0,10,5,275.612,2
E75.600x022+G73.6*,14204.02,34,2,1,7102.01,2
E76.000x001,299.05,2,2,1,149.525,2
E76.300,56019.72,1,2,1,28009.86,2
E78.002,15792.14,16,4,2,3948.035,2
E78.401,18671.52,4,2,1,9335.76,2
E80.600x002,18864.4,14,2,1,9432.2,2
E83.100x005+J99.8*,789169.12,156,12,6,65764.09333,2
E83.500x008,18182.76,14,2,1,9091.38,2
E85.100x004,26540.64,28,2,1,13270.32,2
E85.400x005,31759.88,16,2,1,15879.94,2
E85.408,22839.1,14,2,1,11419.55,2
E88.002,4015.39,4,2,1,2007.695,2
F04.x00x002,81902.14,48,4,2,20475.535,2
F06.800x023,85388.39,576,14,7,6099.170714,2
F06.910,92317.38,642,12,6,7693.115,2
F10.600,3041.4,2,2,1,1520.7,2
F11.200x005,99943.9,28,4,2,24985.975,2
F11.900x001,38587.74,44,2,1,19293.87,2
F12.500x001,7756.66,6,2,1,3878.33,2
F15.100,64525.51,451,6,3,10754.25167,2
F15.200x003,15997.36,32,2,1,7998.68,2
F16.100x002,10753.78,30,2,1,5376.89,2
F16.500x001,16501.11,127,2,1,8250.555,2
F19.700x002,44074.62,98,4,2,11018.655,2
F19.900x008,206829.71,1022,28,14,7386.775357,2
F33.400,173244.49,956,14,7,12374.60643,2
F34.900x001,28037.86,20,2,1,14018.93,2
F38.000x001,9247.96,16,2,1,4623.98,2
F44.804,39086.78,211,4,2,9771.695,2
F48.800,9595.86,4,2,1,4797.93,2
F52.900x001,10674.28,14,2,1,5337.14,2
F60.100,235444.77,1700,38,19,6195.915,2
F62.000,46578.87,237,2,1,23289.435,2
F63.300,46665.22,58,4,2,11666.305,2
F64.000x002,85791.82,28,2,1,42895.91,2
F65.900,27242.82,170,2,1,13621.41,2
F68.800,14302.49,182,2,1,7151.245,2
F70.900,212995.41,1442,28,14,7606.978929,2
F73.000x002,26651.05,195,2,1,13325.525,2
F80.200x002,7096.23,36,2,1,3548.115,2
F81.900,13796.82,22,2,1,6898.41,2
F84.200x001,7840.46,8,2,1,3920.23,2
F90.100,47745.06,280,8,4,5968.1325,2
F91.100x001,10720.96,30,2,1,5360.48,2
F95.100,16843.54,30,2,1,8421.77,2
F98.400,6285.14,6,2,1,3142.57,2
G03.000,21883.24,18,2,1,10941.62,2
G03.800x004,132415.16,42,2,1,66207.58,2
G06.100x003,310101.84,92,4,2,77525.46,2
G08.x00x006,60206.92,38,2,1,30103.46,2
G11.000x005,30434,120,2,1,15217,2
G11.200x004,23742.86,22,2,1,11871.43,2
G11.900x006,33807.88,38,4,2,8451.97,2
G12.200x015,65830.56,60,2,1,32915.28,2
G20.x02?F02.3*,16243.44,84,2,1,8121.72,2
G21.101,7914.66,16,2,1,3957.33,2
G23.800x007,22138.14,14,2,1,11069.07,2
G25.200x004,6931.36,8,2,1,3465.68,2
G25.800x004,12517.4,8,2,1,6258.7,2
G36.901,46894.44,20,4,2,11723.61,2
G40.201,14451.6,10,2,1,7225.8,2
G40.300x025,23350.48,12,2,1,11675.24,2
G40.800x012,9920.74,6,2,1,4960.37,2
G41.807,3942.34,10,2,1,1971.17,2
G52.000,14278.94,16,2,1,7139.47,2
G60.801,3636.1,4,2,1,1818.05,2
G71.004,26669.92,16,2,1,13334.96,2
G71.005,71062.25,286,2,1,35531.125,2
G80.000x031,1512828.36,5689,112,56,13507.39607,2
G82.100,898805.66,1888,76,38,11826.39026,2
G83.500,73633.82,100,6,3,12272.30333,2
G93.000x011,10895.76,8,2,1,5447.88,2
G93.600x008,37596.64,32,4,2,9399.16,2
G93.900x001,256129.69,190,6,3,42688.28167,2
G93.901,7759.3,8,2,1,3879.65,2
G96.100x008,40454.14,24,2,1,20227.07,2
G96.100x009,202897.08,28,4,2,50724.27,2
G96.801,86811.39,247,4,2,21702.8475,2
G96.900x003,21624.14,28,2,1,10812.07,2
"H00.002,K29.500",830.44,7,2,1,415.22,2
H02.702,35932.22,18,4,2,8983.055,2
H04.507,1378.68,0,2,1,689.34,2
H05.400,49544.54,30,6,3,8257.423333,2
H05.800x005,5437.78,12,2,1,2718.89,2
H11.100x007,7614.44,4,2,1,3807.22,2
H18.001,1783.84,6,2,1,891.92,2
H18.400x004,11628.24,14,2,1,5814.12,2
H27.800,91606.88,14,12,6,7633.906667,2
H30.000x002,7962.55,21,2,1,3981.275,2
H31.000x004,14126.46,16,2,1,7063.23,2
H31.802,698207.74,386,366,183,1907.671421,2
H33.301,14191.56,2,2,1,7095.78,2
H35.000x021,47528.07,59,18,9,2640.448333,2
H35.200x001,25749.64,2,2,1,12874.82,2
H35.301,6271,8,2,1,3135.5,2
H35.503,9074.93,19,2,1,4537.465,2
H43.201,30166.96,2,2,1,15083.48,2
H43.804,15296.32,4,2,1,7648.16,2
H44.600x009,32866.62,8,2,1,16433.31,2
H49.801,8079.7,12,2,1,4039.85,2
H50.200x006,49419.94,10,8,4,6177.4925,2
H50.300x002,267125.7,68,52,26,5137.032692,2
H50.302,4859.6,4,4,2,1214.9,2
H50.500x003,929.6,2,2,1,464.8,2
H50.600x005,58234.09,17,8,4,7279.26125,2
H50.602,103690.35,24,12,6,8640.8625,2
H50.800x007,62119.2,14,12,6,5176.6,2
H53.500x002,9446.72,2,2,1,4723.36,2
H53.802,4687.26,6,2,1,2343.63,2
H57.000x002,6884.36,4,2,1,3442.18,2
H59.800x007,11787.9,10,4,2,2946.975,2
H61.805,22821.5,12,2,1,11410.75,2
H74.300x001,22339.02,2,2,1,11169.51,2
"H81.901,I67.803",846.29,6,2,1,423.145,2
"H81.901,J31.000",3201.32,6,2,1,1600.66,2
H93.300x004,20822.12,22,2,1,10411.06,2
I09.901,15130.08,34,2,1,7565.04,2
I22.100,4686.06,16,2,1,2343.03,2
I23.100,89977.18,16,2,1,44988.59,2
I23.500x001,1419735.64,68,2,1,709867.82,2
"I25.100,I88.900",1681.78,15,2,1,840.89,2
I25.200x022,26027.24,28,2,1,13013.62,2
I25.200x030,27684.28,16,4,2,6921.07,2
I25.300x005,240228.62,34,2,1,120114.31,2
I25.300x006,549068.16,90,4,2,137267.04,2
"I25.500,I50.002,",6311,16,2,1,3155.5,2
I27.000x007,29221.74,20,2,1,14610.87,2
I28.804,29822.98,20,2,1,14911.49,2
I30.100x008,45520,30,2,1,22760,2
I31.900x009,22782.49,35,2,1,11391.245,2
I33.000x001,254930.92,24,2,1,127465.46,2
